epwfilename,latitude,longitude
USA_OR_Klamath.Falls.Intl.AP.725895_TMY3.epw,42.22,-121.74
USA_OR_La.Grande.Muni.AP.726884_TMY3.epw,45.28,-118.00
USA_OR_Lakeview.AWOS.725976_TMY3.epw,42.17,-120.40
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw,42.19,-122.70
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw,43.42,-124.25
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,45.70,-118.83
USA_OR_Portland-Hillsboro.AP.726986_TMY3.epw,45.53,-122.95
USA_OR_Portland-Troutdale.AP.726985_TMY3.epw,45.55,-122.40
USA_OR_Portland.Intl.AP.726980_TMY3.epw,45.60,-122.62
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw,44.25,-121.17
USA_OR_Roseburg.Rgnl.AP.726904_TMY3.epw,43.23,-123.35
USA_OR_Salem-McNary.Field.726940_TMY3.epw,44.90,-123.00
USA_OR_Sexton.Summit.725975_TMY3.epw,42.60,-123.37
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw,40.65,-75.45
USA_PA_Altoona-Blair.County.AP.725126_TMY3.epw,40.30,-78.32
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw,41.80,-78.63
USA_PA_Butler.County.AWOS.725124_TMY3.epw,40.78,-79.95
USA_PA_DuBois-Jefferson.County.AP.725125_TMY3.epw,41.18,-78.90
USA_PA_Erie.Intl.AP.725260_TMY3.epw,42.08,-80.18
USA_PA_Franklin-Chess.Lemberton.AP.725267_TMY3.epw,41.38,-79.87
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw,40.22,-76.85
USA_PA_Harrisburg.Intl.AP.725115_TMY3.epw,40.20,-76.77
USA_PA_Johnstown-Cambria.County.AP.725127_TMY3.epw,40.32,-78.83
USA_PA_Lancaster.AP.725116_TMY3.epw,40.12,-76.30
USA_PA_Philadelphia-NE.Philadelphia.AP.724085_TMY3.epw,40.08,-75.02
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw,39.87,-75.23
USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3.epw,40.35,-79.92
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,40.50,-80.23
USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3.epw,40.37,-75.97
USA_PA_State.College-Penn.State.University.725128_TMY3.epw,40.72,-77.93
USA_PA_Washington.AWOS.725117_TMY3.epw,40.13,-80.28
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw,41.33,-75.73
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw,41.25,-76.92
USA_PA_Willow.Grove.NAS.724086_TMY3.epw,40.20,-75.15
USA_RI_Block.Island.State.AP.725058_TMY3.epw,41.17,-71.58
USA_RI_Pawtucket.AWOS.725054_TMY3.epw,41.92,-71.50
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw,41.72,-71.43
USA_SC_Anderson.County.AP.723125_TMY3.epw,34.50,-82.72
USA_SC_Beaufort.MCAS.722085_TMY3.epw,32.48,-80.72
USA_SC_Charleston.Intl.AP.722080_TMY3.epw,32.90,-80.03
USA_SC_Columbia.Metro.AP.723100_TMY3.epw,33.95,-81.12
USA_SC_Florence.Rgnl.AP.723106_TMY3.epw,34.18,-79.73
USA_SC_Greenville-Downtown.AP.723119_TMY3.epw,34.85,-82.35
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw,34.90,-82.22
USA_SC_Myrtle.Beach.AFB.747910_TMY3.epw,33.68,-78.93
USA_SC_New.River.MCAS.723096_TMY3.epw,34.70,-77.38
USA_SC_North.Myrtle.Beach-Grand.Strand.Field.747915_TMY3.epw,33.82,-78.72
USA_SC_Shaw.AFB.747900_TMY3.epw,33.97,-80.47
USA_SD_Aberdeen.Rgnl.AP.726590_TMY3.epw,45.45,-98.42
USA_SD_Brookings.AWOS.726515_TMY3.epw,44.30,-96.82
USA_SD_Ellsworth.AFB.726625_TMY3.epw,44.15,-103.10
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw,44.40,-98.22
USA_SD_Mitchell.AWOS.726545_TMY3.epw,43.77,-98.03
USA_SD_Mobridge.Muni.AP.726685_TMY3.epw,45.53,-100.43
USA_SD_Pierre.Muni.AP.726686_TMY3.epw,44.38,-100.28
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw,44.05,-103.05
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,43.58,-96.75
USA_SD_Watertown.Muni.AP.726546_TMY3.epw,44.93,-97.15
USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3.epw,42.92,-97.38
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw,36.47,-82.40
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,35.03,-85.20
USA_TN_Crossville.Mem.AP.723265_TMY3.epw,35.95,-85.08
USA_TN_Dyersburg.Muni.AP.723347_TMY3.epw,36.02,-89.40
USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3.epw,35.60,-88.92
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,35.82,-83.98
USA_TN_Memphis.Intl.AP.723340_TMY3.epw,35.07,-89.98
USA_TN_Nashville.Intl.AP.723270_TMY3.epw,36.12,-86.68
USA_TX_Abilene-Dyess.AFB.690190_TMY3.epw,32.43,-99.85
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw,32.47,-99.71
USA_TX_Alice.Intl.AP.722517_TMY3.epw,27.73,-98.03
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,34.99,-101.90
USA_TX_Austin-Camp.Mabry.722544_TMY3.epw,30.32,-97.77
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw,30.29,-97.74
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,25.90,-97.43
USA_TX_Childress.Muni.AP.723604_TMY3.epw,34.43,-100.28
USA_TX_College.Station-Easterwood.Field.722445_TMY3.epw,30.58,-96.37
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw,27.88,-97.63
USA_TX_Corpus.Christi.NAS.722515_TMY3.epw,27.68,-97.28
USA_TX_Cotulla.AP.722526_TMY3.epw,28.45,-99.22
USA_TX_Cox.Field.722587_TMY3.epw,33.63,-95.45
USA_TX_Dalhart.Muni.AP.722636_TMY3.epw,36.02,-102.55
USA_TX_Dallas-Addison.AP.722598_TMY3.epw,32.97,-96.83
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw,32.90,-97.02
USA_TX_Dallas-Love.Field.722583_TMY3.epw,32.85,-96.85
USA_TX_Dallas-Redbird.AP.722599_TMY3.epw,32.68,-96.87
USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3.epw,29.37,-100.78
USA_TX_Del.Rio.722610_TMY3.epw,29.38,-100.91
USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3.epw,31.15,-97.40
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw,31.77,-106.50
USA_TX_Fort.Hood.722570_TMY3.epw,31.13,-97.72
USA_TX_Fort.Worth-Alliance.AP.722594_TMY3.epw,32.98,-97.32
USA_TX_Fort.Worth-Meacham.AP.722596_TMY3.epw,32.82,-97.37
USA_TX_Fort.Worth.NAS.722595_TMY3.epw,32.77,-97.45
USA_TX_Galveston.722420_TMY3.epw,29.30,-94.80
USA_TX_Georgetown.AWOS.722547_TMY3.epw,30.68,-97.68
USA_TX_Greenville.Muni.AP.722588_TMY3.epw,33.07,-96.07
USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.epw,26.23,-97.65
USA_TX_Hondo.Muni.AP.722533_TMY3.epw,29.37,-99.17
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,30.00,-95.37
USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.epw,30.07,-95.55
USA_TX_Houston-Ellington.AFB.722436_TMY3.epw,29.57,-95.09
USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.epw,29.65,-95.28
USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw,31.07,-97.83
USA_TX_Killeen.Muni.AWOS.722575_TMY3.epw,31.08,-97.68
USA_TX_Kingsville.722516_TMY3.epw,27.50,-97.82
USA_TX_Laredo.Intl.AP.722520_TMY3.epw,27.57,-99.49
USA_TX_Longview-Gregg.County.AP.722470_TMY3.epw,32.29,-94.98
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw,33.67,-101.82
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,31.23,-94.75
USA_TX_Marfa.AP.722640_TMY3.epw,30.37,-104.02
USA_TX_McAllen-Miller.Intl.AP.722506_TMY3.epw,26.31,-98.17
USA_TX_McGregor.AWOS.722563_TMY3.epw,31.48,-97.32
USA_TX_Midland.Intl.AP.722650_TMY3.epw,31.95,-102.18
USA_TX_Mineral.Wells.Muni.AP.722597_TMY3.epw,32.78,-98.07
USA_TX_Nacogdoches.AWOS.722499_TMY3.epw,31.58,-94.72
USA_TX_Palacios.Muni.AP.722555_TMY3.epw,28.72,-96.25
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw,29.95,-94.02
USA_TX_Randolph.AFB.722536_TMY3.epw,29.53,-98.28
USA_TX_Rockport-Aransas.Co.AP.722524_TMY3.epw,28.08,-97.05
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw,31.35,-100.50
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3.epw,29.38,-98.58
USA_TX_San.Antonio-Stinson.AP.722523_TMY3.epw,29.33,-98.47
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,29.53,-98.47
USA_TX_Tyler-Pounds.Field.722448_TMY3.epw,32.35,-95.40
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw,28.87,-96.93
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw,31.62,-97.23
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw,33.98,-98.50
USA_TX_Wink-Winkler.County.AP.722656_TMY3.epw,31.78,-103.20
USA_UT_Blanding.Muni.AP.724723_TMY3.epw,37.62,-109.48
USA_UT_Bryce.Canyon.AP.724756_TMY3.epw,37.70,-112.15
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw,37.70,-113.10
USA_UT_Delta.Muni.AP.724795_TMY3.epw,39.33,-112.58
USA_UT_Hanksville.AP.724735_TMY3.epw,38.37,-110.72
USA_UT_Moab-Canyonlands.Field.724776_TMY3.epw,38.58,-109.54
USA_UT_Ogden-Hill.AFB.725755_TMY3.epw,41.12,-111.97
USA_UT_Ogden-Hinkley.AP.725750_TMY3.epw,41.20,-112.02
USA_UT_Provo.Muni.AWOS.725724_TMY3.epw,40.22,-111.72
USA_UT_Saint.George.AWOS.724754_TMY3.epw,37.08,-113.60
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw,40.77,-111.97
USA_UT_Vernal.AP.725705_TMY3.epw,40.43,-109.52
USA_UT_Wendover.USAF.Auxiliary.Field.725810_TMY3.epw,40.72,-114.03
USA_VA_Abingdon-Virgina.Highlands.AP.724058_TMY3.epw,36.68,-82.03
USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3.epw,38.87,-77.03
USA_VA_Blacksburg-Virginia.Tech.AP.724113_TMY3.epw,37.22,-80.42
USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3.epw,38.13,-78.45
USA_VA_Danville.Rgnl.AP.724106_TMY3.epw,36.57,-79.33
USA_VA_Davison.AAF.724037_TMY3.epw,38.72,-77.18
USA_VA_Farmville.Muni.AP.724017_TMY3.epw,37.35,-78.43
USA_VA_Franklin.Muni.AP.723083_TMY3.epw,36.70,-76.90
USA_VA_Fredericksburg-Shannon.AP.724033_TMY3.epw,38.27,-77.45
USA_VA_Hillsville-Twin.County.AP.724107_TMY3.epw,36.77,-80.82
USA_VA_Hot.Springs-Ingalls.Field.724115_TMY3.epw,37.95,-79.83
USA_VA_Langley.AFB.745980_TMY3.epw,37.08,-76.35
USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3.epw,39.08,-77.57
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw,37.33,-79.20
USA_VA_Manassas.Muni.AWOS.724036_TMY3.epw,38.72,-77.52
USA_VA_Marion-Wytheville-Mountain.Empire.AP.724056_TMY3.epw,36.90,-81.35
USA_VA_Martinsville-Blue.Ridge.AP.745985_TMY3.epw,36.63,-80.02
USA_VA_Melfa-Accomack.County.AP.724026_TMY3.epw,37.65,-75.77
USA_VA_Newport.News.723086_TMY3.epw,37.13,-76.50
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw,36.90,-76.20
USA_VA_Norfolk.NAS.723085_TMY3.epw,36.95,-76.28
USA_VA_Oceana.NAS.723075_TMY3.epw,36.82,-76.03
USA_VA_Petersburg.Muni.AP.724014_TMY3.epw,37.18,-77.52
USA_VA_Pulaski-New.River.Valley.AP.724116_TMY3.epw,37.13,-80.68
USA_VA_Quantico.MCAS.724035_TMY3.epw,38.50,-77.30
USA_VA_Richmond.Intl.AP.724010_TMY3.epw,37.52,-77.32
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,37.32,-79.97
USA_VA_Staunton-Shenandoah.Valley.Rgnl.AP.724105_TMY3.epw,38.27,-78.90
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw,38.98,-77.47
USA_VA_Winchester.Rgnl.AP.724053_TMY3.epw,39.15,-78.15
USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3.epw,36.98,-82.53
USA_VT_Burlington.Intl.AP.726170_TMY3.epw,44.47,-73.15
USA_VT_Montpelier.AP.726145_TMY3.epw,44.20,-72.57
USA_VT_Rutland.State.AP.725165_TMY3.epw,43.52,-72.95
USA_VT_Springfield-Hartnes.State.AP.726115_TMY3.epw,43.35,-72.52
USA_WA_Bellingham.Intl.AP.727976_TMY3.epw,48.80,-122.53
USA_WA_Bremerton.National.AP.727928_TMY3.epw,47.48,-122.75
USA_WA_Ephrata.Muni.AP.727826_TMY3.epw,47.30,-119.52
USA_WA_Fairchild.AFB.727855_TMY3.epw,47.63,-117.65
USA_WA_Fort.Lewis-Gray.AAF.742070_TMY3.epw,47.08,-122.58
USA_WA_Hanford.727840_TMY3.epw,46.57,-119.60
USA_WA_Hoquiam.AP.727923_TMY3.epw,46.98,-123.93
USA_WA_Kelso.AP.727924_TMY3.epw,46.13,-122.90
USA_WA_Moses.Lake-Grant.County.AP.727827_TMY3.epw,47.20,-119.32
USA_WA_Olympia.AP.727920_TMY3.epw,46.97,-122.90
USA_WA_Pasco-Tri.Cities.AP.727845_TMY3.epw,46.27,-119.12
USA_WA_Port.Angeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,48.12,-123.50
USA_WA_Pullman-Moscow.Rgnl.AP.727857_TMY3.epw,46.75,-117.12
USA_WA_Quillayute.State.AP.727970_TMY3.epw,47.93,-124.57
USA_WA_Renton.Muni.AP.727934_TMY3.epw,47.48,-122.22
USA_WA_Seattle-Boeing.Field.727935_TMY3.epw,47.68,-122.25
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,47.47,-122.32
USA_WA_Snohomish.County.AP.727937_TMY3.epw,47.90,-122.28
USA_WA_Spokane-Felts.Field.727856_TMY3.epw,47.68,-117.32
USA_WA_Spokane.Intl.AP.727850_TMY3.epw,47.49,-117.59
USA_WA_Stampede.Pass.727815_TMY3.epw,47.28,-121.33
USA_WA_Tacoma-McChord.AFB.742060_TMY3.epw,47.15,-122.48
USA_WA_Tacoma.Narrows.AP.727938_TMY3.epw,47.27,-122.58
USA_WA_The.Dalles.Muni.AP.726988_TMY3.epw,45.62,-121.15
USA_WA_Toledo-Winlock-Ed.Carlson.Mem.AP.727926_TMY3.epw,46.48,-122.80
USA_WA_Walla.Walla.City-County.AP.727846_TMY3.epw,46.10,-118.28
USA_WA_Wenatchee-Pangborn.Mem.AP.727825_TMY3.epw,47.40,-120.20
USA_WA_Whidbey.Island.NAS.690230_TMY3.epw,48.35,-122.67
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,46.57,-120.55
USA_WI_Appleton-Outagamie.County.AP.726457_TMY3.epw,44.25,-88.52
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw,44.87,-91.48
USA_WI_Ephraim.AWOS.726626_TMY3.epw,45.15,-87.15
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw,44.48,-88.13
USA_WI_Janesville-Rock.County.AP.726415_TMY3.epw,42.62,-89.03
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw,43.87,-91.25
USA_WI_Lone.Rock.AP.726416_TMY3.epw,43.20,-90.18
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw,43.13,-89.33
USA_WI_Manitowac.Muni.AWOS.726455_TMY3.epw,44.13,-87.68
USA_WI_Marshfield.Muni.AP.726574_TMY3.epw,44.63,-90.18
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw,42.95,-87.90
USA_WI_Minocqua-Woodruff-Lee.Field.726404_TMY3.epw,45.93,-89.73
USA_WI_Mosinee-Central.Wisconsin.AP.726465_TMY3.epw,44.78,-89.67
USA_WI_Phillips-Price.County.AP.726468_TMY3.epw,45.70,-90.40
USA_WI_Rice.Lake.Muni.AP.726467_TMY3.epw,45.48,-91.72
USA_WI_Sturgeon.Bay-Door.County.AP.726458_TMY3.epw,44.85,-87.42
USA_WI_Watertown.Muni.AP.726464_TMY3.epw,43.17,-88.72
USA_WI_Wausau.Muni.AP.726463_TMY3.epw,44.92,-89.63
USA_WI_Wittman.Rgnl.AP.726456_TMY3.epw,43.98,-88.55
USA_WV_Beckley-Raleigh.County.Mem.AP.724120_TMY3.epw,37.80,-81.12
USA_WV_Bluefield-Mercer.County.AP.724125_TMY3.epw,37.27,-81.24
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw,38.38,-81.58
USA_WV_Clarksburg-Harrison.Marion.Rgnl.AP.724175_TMY3.epw,39.28,-80.23
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw,38.88,-79.85
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw,38.38,-82.55
USA_WV_Lewisburg-Greenbrier.Valley.AP.724127_TMY3.epw,37.87,-80.40
USA_WV_Martinsburg-Eastern.WV.Rgnl.AP.724177_TMY3.epw,39.40,-77.98
USA_WV_Morgantown.Muni-Hart.Field.724176_TMY3.epw,39.65,-79.92
USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3.epw,39.35,-81.43
USA_WV_Wheeling-Ohio.County.AP.724275_TMY3.epw,40.18,-80.65
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw,42.90,-106.47
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw,41.15,-104.80
USA_WY_Cody.Muni.AWOS.726700_TMY3.epw,44.52,-109.02
USA_WY_Evanston-Uinta.County.AP-Burns.Field.725775_TMY3.epw,41.28,-111.03
USA_WY_Gillette-Gillette.County.AP.726650_TMY3.epw,44.35,-105.53
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw,41.46,-109.44
USA_WY_Jackson.Hole.AP.725776_TMY3.epw,43.60,-110.73
USA_WY_Lander-Hunt.Field.725760_TMY3.epw,42.82,-108.73
USA_WY_Laramie-General.Brees.Field.725645_TMY3.epw,41.32,-105.68
USA_WY_Rawlins.Muni.AP.725745_TMY3.epw,41.80,-107.20
USA_WY_Riverton.Rgnl.AP.725765_TMY3.epw,43.05,-108.45
USA_WY_Sheridan.County.AP.726660_TMY3.epw,44.77,-106.97
USA_WY_Worland.Muni.AP.726665_TMY3.epw,43.97,-107.95
